code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,No_of_Clicks,Score,final_result
AAA,2013J,127582,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,180,N,1,69,Pass
AAA,2013J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,210,N,1,65,Withdrawn
AAA,2013J,167906,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,12,60,Pass
AAA,2013J,324002,M,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,85,Pass
AAA,2013J,366483,M,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,88,Pass
AAA,2013J,508818,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,4,73,Pass
AAA,2013J,544103,M,North Western Region,HE Qualification,40-50%,0-35,0,120,N,1,82,Pass
AAA,2013J,958987,M,North Western Region,HE Qualification,40-50%,35-55,0,60,N,7,78,Pass
AAA,2013J,968578,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,13,62,Pass
AAA,2013J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,Y,1,61,Fail
AAA,2013J,1729319,F,Scotland,HE Qualification,40-50%,35-55,0,60,N,9,80,Pass
AAA,2013J,1847830,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,4,83,Pass
AAA,2013J,1942396,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,16,50,Pass
AAA,2013J,2153153,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,23,61,Pass
AAA,2013J,2329342,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,2,56,Pass
AAA,2013J,2479954,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,60,N,3,77,Pass
AAA,2013J,2516503,M,South East Region,HE Qualification,40-50%,35-55,0,60,N,1,82,Pass
AAA,2013J,2542724,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
AAA,2013J,2691244,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,1,57,Pass
AAA,2014J,28061,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,8,78,Pass
AAA,2014J,70011,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,12,74,Pass
AAA,2014J,75255,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,76,Pass
AAA,2014J,117818,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,65,Pass
AAA,2014J,121349,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,1,73,Pass
AAA,2014J,159954,M,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,210,N,1,65,Withdrawn
AAA,2014J,164944,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,1,59,Pass
AAA,2014J,236875,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,45,Pass
AAA,2014J,260623,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,35,69,Pass
AAA,2014J,263251,M,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,60,N,3,68,Pass
AAA,2014J,274947,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,210,N,1,82,Withdrawn
AAA,2014J,287040,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,90,N,1,70,Pass
AAA,2014J,292775,M,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,4,75,Pass
AAA,2014J,310412,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,5,66,Pass
AAA,2014J,348275,M,Scotland,HE Qualification,40-50%,35-55,0,210,N,2,83,Withdrawn
AAA,2014J,375646,M,London Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,72,Pass
AAA,2014J,396655,F,South Region,Lower Than A Level,40-50%,0-35,0,180,Y,1,19,Fail
AAA,2014J,411971,M,Ireland,A Level or Equivalent,40-50%,0-35,0,60,N,4,80,Pass
AAA,2014J,1472925,F,East Anglian Region,Lower Than A Level,40-50%,35-55,1,60,Y,1,61,Pass
AAA,2014J,1484804,F,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,64,Pass
AAA,2014J,1686551,F,Scotland,A Level or Equivalent,40-50%,35-55,0,210,N,1,80,Withdrawn
AAA,2014J,1947156,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,68,Pass
AAA,2014J,1975209,M,South East Region,Lower Than A Level,40-50%,35-55,0,60,N,3,58,Pass
AAA,2014J,2085209,F,North Region,HE Qualification,40-50%,35-55,0,60,N,1,83,Pass
AAA,2014J,2148681,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,90,N,1,73,Pass
AAA,2014J,2158048,F,Ireland,A Level or Equivalent,40-50%,35-55,0,210,N,8,86,Withdrawn
AAA,2014J,2330254,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,6,60,Pass
AAA,2014J,2369415,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,3,75,Pass
AAA,2014J,2425993,M,Scotland,HE Qualification,40-50%,0-35,0,60,N,1,68,Pass
AAA,2014J,2581477,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,5,56,Pass
AAA,2014J,2688166,M,Yorkshire Region,Lower Than A Level,40-50%,35-55,0,60,N,4,68,Pass
BBB,2013B,91322,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,3,78,Pass
BBB,2013B,110881,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,75,Pass
BBB,2013B,128776,F,Yorkshire Region,Lower Than A Level,40-50%,35-55,1,210,N,1,71,Withdrawn
BBB,2013B,152153,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,210,N,1,67,Withdrawn
BBB,2013B,199520,F,Scotland,HE Qualification,40-50%,0-35,0,60,N,1,75,Pass
BBB,2013B,226827,F,South East Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,81,Pass
BBB,2013B,253250,F,North Region,A Level or Equivalent,40-50%,0-35,1,210,N,4,71,Withdrawn
BBB,2013B,258402,F,South Region,A Level or Equivalent,40-50%,0-35,1,210,N,1,71,Withdrawn
BBB,2013B,262741,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,84,Pass
BBB,2013B,288990,M,West Midlands Region,HE Qualification,40-50%,35-55,1,210,N,4,51,Withdrawn
BBB,2013B,292027,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,80,Withdrawn
BBB,2013B,309175,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,1,60,Pass
BBB,2013B,315186,F,South West Region,A Level or Equivalent,40-50%,35-55,1,60,N,1,80,Pass
BBB,2013B,338056,F,Scotland,Lower Than A Level,40-50%,0-35,1,120,N,2,67,Pass
BBB,2013B,339379,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,85,Pass
BBB,2013B,363401,M,East Anglian Region,Lower Than A Level,40-50%,35-55,1,120,N,1,39,Fail
BBB,2013B,381722,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,73,Withdrawn
BBB,2013B,415760,F,West Midlands Region,Lower Than A Level,40-50%,0-35,1,180,N,1,86,Pass
BBB,2013B,432004,F,London Region,HE Qualification,40-50%,0-35,0,120,N,2,33,Fail
BBB,2013B,442012,F,South West Region,Lower Than A Level,40-50%,35-55,1,60,N,1,80,Pass
BBB,2013B,442143,F,South West Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,87,Withdrawn
BBB,2013B,446247,F,Scotland,HE Qualification,40-50%,0-35,1,210,N,13,83,Withdrawn
BBB,2013B,467835,F,London Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,468949,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,1,73,Pass
BBB,2013B,470318,F,West Midlands Region,HE Qualification,40-50%,0-35,0,120,N,12,80,Pass
BBB,2013B,473328,F,South East Region,Lower Than A Level,40-50%,0-35,0,180,N,1,85,Pass
BBB,2013B,476297,F,Scotland,A Level or Equivalent,40-50%,35-55,1,210,N,1,58,Withdrawn
BBB,2013B,476855,F,South Region,Lower Than A Level,40-50%,0-35,1,210,N,1,71,Withdrawn
BBB,2013B,477734,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,4,56,Pass
BBB,2013B,483064,F,North Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,72,Pass
BBB,2013B,488477,F,Scotland,A Level or Equivalent,40-50%,0-35,0,210,N,1,62,Withdrawn
BBB,2013B,490514,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,1,75,Pass
BBB,2013B,496243,F,Scotland,A Level or Equivalent,40-50%,0-35,1,180,N,1,67,Fail
BBB,2013B,498296,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,Y,1,73,Pass
BBB,2013B,510756,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,76,Pass
BBB,2013B,511524,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,60,N,2,77,Pass
BBB,2013B,513881,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,210,N,1,73,Withdrawn
BBB,2013B,514365,F,Yorkshire Region,Lower Than A Level,40-50%,0-35,0,210,N,3,71,Withdrawn
BBB,2013B,516456,F,South West Region,A Level or Equivalent,40-50%,0-35,0,150,N,2,75,Pass
BBB,2013B,522249,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,65,Pass
BBB,2013B,528250,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,1,68,Pass
BBB,2013B,531464,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,60,N,1,55,Fail
BBB,2013B,533697,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,73,Withdrawn
BBB,2013B,534151,F,North Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,534373,F,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,5,73,Pass
BBB,2013B,537488,F,South West Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,90,Pass
BBB,2013B,538196,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,0,210,N,1,84,Withdrawn
BBB,2013B,540184,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,2,74,Pass
BBB,2013B,541061,F,South Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,542084,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,7,67,Pass
BBB,2013B,543124,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,Y,1,85,Pass
BBB,2013B,544532,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,3,70,Pass
BBB,2013B,546632,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,87,Pass
BBB,2013B,547192,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,65,Pass
BBB,2013B,547620,F,North Western Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,70,Fail
BBB,2013B,548124,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,3,83,Pass
BBB,2013B,549143,F,South West Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,549261,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,57,Pass
BBB,2013B,550963,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,20,81,Pass
BBB,2013B,552222,F,East Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,80,Withdrawn
BBB,2013B,552273,M,East Midlands Region,Lower Than A Level,40-50%,0-35,0,60,N,1,78,Pass
BBB,2013B,552535,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,3,70,Pass
BBB,2013B,552701,M,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,70,Pass
BBB,2013B,552929,F,South East Region,A Level or Equivalent,40-50%,35-55,0,120,N,1,75,Pass
BBB,2013B,552991,M,London Region,Lower Than A Level,40-50%,35-55,0,60,N,4,75,Pass
BBB,2013B,553462,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,6,72,Pass
BBB,2013B,553938,F,East Anglian Region,HE Qualification,40-50%,0-35,0,210,N,6,71,Withdrawn
BBB,2013B,554512,F,London Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,55,Withdrawn
BBB,2013B,554637,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,556138,F,East Midlands Region,HE Qualification,40-50%,35-55,0,210,N,1,70,Withdrawn
BBB,2013B,556481,F,London Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,556999,F,South West Region,HE Qualification,40-50%,0-35,0,60,N,1,82,Pass
BBB,2013B,557057,M,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,81,Pass
BBB,2013B,558701,F,South Region,A Level or Equivalent,40-50%,35-55,0,210,N,1,70,Withdrawn
BBB,2013B,558820,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,3,63,Fail
BBB,2013B,559011,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,50,Withdrawn
BBB,2013B,559031,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,1,67,Pass
BBB,2013B,559227,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013B,559425,F,South East Region,Lower Than A Level,40-50%,0-35,0,210,N,6,82,Withdrawn
BBB,2013B,559603,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,51,Pass
BBB,2013B,560075,F,South Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,71,Pass
BBB,2013B,5240117,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,210,N,1,72,Withdrawn
BBB,2013B,5240185,F,South East Region,A Level or Equivalent,40-50%,35-55,0,210,N,1,71,Withdrawn
BBB,2013B,563330,M,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,90,Pass
BBB,2013B,563879,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,63,Pass
BBB,2013B,2375144,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,210,N,1,80,Withdrawn
BBB,2013B,2445088,M,London Region,Lower Than A Level,40-50%,35-55,0,210,N,1,72,Withdrawn
BBB,2013B,2458984,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,Y,9,65,Pass
BBB,2013B,2581528,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,2,74,Pass
BBB,2013B,2626410,F,Wales,A Level or Equivalent,40-50%,35-55,0,210,N,1,76,Withdrawn
BBB,2013B,2641393,F,East Midlands Region,HE Qualification,40-50%,35-55,0,120,N,4,76,Pass
BBB,2013J,105527,F,Scotland,HE Qualification,40-50%,35-55,0,120,N,2,78,Pass
BBB,2013J,125874,F,South East Region,Lower Than A Level,40-50%,35-55,0,210,Y,2,71,Withdrawn
BBB,2013J,146165,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,2,63,Pass
BBB,2013J,182661,F,South Region,Lower Than A Level,40-50%,35-55,1,60,N,1,80,Pass
BBB,2013J,205788,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,Y,2,71,Pass
BBB,2013J,280140,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,3,50,Fail
BBB,2013J,308852,F,South West Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,55,Withdrawn
BBB,2013J,310125,F,East Anglian Region,Lower Than A Level,40-50%,35-55,0,210,N,3,74,Withdrawn
BBB,2013J,319618,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,1,60,N,4,95,Pass
BBB,2013J,404708,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,82,Pass
BBB,2013J,405945,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,14,52,Pass
BBB,2013J,410537,F,South West Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,84,Pass
BBB,2013J,420163,F,South West Region,HE Qualification,40-50%,35-55,0,120,N,1,86,Pass
BBB,2013J,422223,F,South East Region,A Level or Equivalent,40-50%,0-35,3,60,N,1,77,Fail
BBB,2013J,444821,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,60,N,2,82,Pass
BBB,2013J,4449240,F,East Anglian Region,Lower Than A Level,40-50%,0-35,2,210,N,5,71,Withdrawn
BBB,2013J,466202,F,Wales,Lower Than A Level,40-50%,0-35,1,60,N,2,85,Pass
BBB,2013J,468482,F,South Region,A Level or Equivalent,40-50%,0-35,0,210,Y,2,56,Withdrawn
BBB,2013J,477825,F,South East Region,Lower Than A Level,40-50%,0-35,0,60,N,1,62,Pass
BBB,2013J,478967,F,Ireland,A Level or Equivalent,40-50%,35-55,1,60,N,1,46,Fail
BBB,2013J,483703,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,210,N,3,83,Withdrawn
BBB,2013J,495879,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,1,58,Pass
BBB,2013J,497925,F,East Anglian Region,Lower Than A Level,40-50%,0-35,1,210,N,1,71,Withdrawn
BBB,2013J,499373,F,South West Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,500016,F,London Region,Lower Than A Level,40-50%,35-55,0,180,N,1,80,Pass
BBB,2013J,501945,F,South Region,Lower Than A Level,40-50%,35-55,0,210,N,1,83,Withdrawn
BBB,2013J,507016,F,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,N,4,62,Pass
BBB,2013J,508047,F,South East Region,Lower Than A Level,40-50%,35-55,0,210,Y,1,71,Withdrawn
BBB,2013J,508079,F,Wales,Lower Than A Level,40-50%,0-35,0,60,N,1,65,Pass
BBB,2013J,513836,F,East Anglian Region,HE Qualification,40-50%,35-55,0,210,N,1,70,Withdrawn
BBB,2013J,514776,F,Scotland,Lower Than A Level,40-50%,0-35,2,60,Y,5,50,Fail
BBB,2013J,516214,F,London Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,521509,F,South West Region,Lower Than A Level,40-50%,0-35,0,120,N,2,61,Pass
BBB,2013J,526177,F,Scotland,Lower Than A Level,40-50%,0-35,0,75,N,3,84,Pass
BBB,2013J,527393,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,1,81,Pass
BBB,2013J,529163,F,South Region,Lower Than A Level,40-50%,0-35,1,210,N,1,71,Withdrawn
BBB,2013J,530487,F,London Region,HE Qualification,40-50%,0-35,0,60,N,6,83,Pass
BBB,2013J,534323,F,North Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,68,Pass
BBB,2013J,536666,F,London Region,Lower Than A Level,40-50%,0-35,0,60,N,2,75,Pass
BBB,2013J,543418,F,Wales,Lower Than A Level,40-50%,0-35,0,210,N,1,73,Withdrawn
BBB,2013J,553078,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,1,75,Pass
BBB,2013J,558333,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,1,78,Pass
BBB,2013J,562090,F,South Region,Lower Than A Level,40-50%,35-55,0,60,N,2,68,Pass
BBB,2013J,564958,F,South Region,A Level or Equivalent,40-50%,0-35,0,60,Y,5,78,Pass
BBB,2013J,568074,F,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,1,80,Pass
BBB,2013J,568502,F,London Region,HE Qualification,40-50%,0-35,0,120,N,1,57,Pass
BBB,2013J,571516,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,93,Pass
BBB,2013J,571885,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,1,70,Pass
BBB,2013J,572739,F,Wales,Lower Than A Level,40-50%,0-35,0,210,N,1,78,Withdrawn
BBB,2013J,573453,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,1,68,Pass
BBB,2013J,573777,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,120,N,1,87,Pass
BBB,2013J,575387,F,South Region,Lower Than A Level,40-50%,0-35,0,60,N,5,74,Pass
BBB,2013J,5724046,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,210,N,3,71,Withdrawn
BBB,2013J,576714,M,Ireland,Lower Than A Level,40-50%,0-35,0,210,N,1,70,Withdrawn
BBB,2013J,576815,F,North Western Region,Lower Than A Level,40-50%,0-35,0,60,N,1,52,Fail
BBB,2013J,577007,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,210,Y,1,71,Withdrawn
BBB,2013J,577280,F,Wales,A Level or Equivalent,40-50%,0-35,0,150,N,3,63,Pass
BBB,2013J,577286,M,East Anglian Region,Lower Than A Level,40-50%,35-55,0,120,N,1,70,Pass
BBB,2013J,577965,F,Yorkshire Region,A Level or Equivalent,40-50%,0-35,0,210,N,1,100,Withdrawn
BBB,2013J,582474,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,60,N,4,73,Pass
BBB,2013J,582650,F,London Region,A Level or Equivalent,40-50%,35-55,0,60,N,1,86,Pass
BBB,2013J,583039,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,6,75,Pass
BBB,2013J,583459,F,South East Region,Lower Than A Level,40-50%,0-35,0,120,N,2,64,Pass
BBB,2013J,583609,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,N,14,91,Pass
BBB,2013J,586742,F,South East Region,A Level or Equivalent,40-50%,0-35,0,120,N,2,60,Pass
BBB,2013J,589067,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,1,64,Pass
BBB,2013J,590372,F,North Region,HE Qualification,40-50%,35-55,0,120,N,1,66,Pass
BBB,2013J,592317,F,East Midlands Region,Lower Than A Level,40-50%,35-55,0,180,N,3,75,Pass
BBB,2013J,592949,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,210,N,1,66,Withdrawn
BBB,2013J,593440,F,Ireland,Lower Than A Level,40-50%,0-35,0,210,N,1,70,Withdrawn
BBB,2013J,593692,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,2,55,Pass
BBB,2013J,593707,F,Ireland,A Level or Equivalent,40-50%,35-55,0,210,N,1,33,Withdrawn
BBB,2013J,594812,M,East Anglian Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,596114,F,Wales,HE Qualification,40-50%,35-55,0,60,N,1,80,Pass
BBB,2013J,596144,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,N,3,82,Pass
BBB,2013J,596242,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,1,55,Pass
BBB,2013J,597451,F,South East Region,A Level or Equivalent,40-50%,0-35,0,210,Y,2,81,Withdrawn
BBB,2013J,598503,F,Scotland,Lower Than A Level,40-50%,35-55,0,210,N,6,65,Withdrawn
BBB,2013J,598907,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,88,Pass
BBB,2013J,599037,F,South East Region,Lower Than A Level,40-50%,35-55,0,60,Y,1,67,Pass
BBB,2013J,600121,F,London Region,A Level or Equivalent,40-50%,0-35,0,120,Y,8,69,Pass
BBB,2013J,2402803,F,West Midlands Region,HE Qualification,40-50%,0-35,0,210,N,1,62,Withdrawn
BBB,2013J,603398,F,Scotland,Lower Than A Level,40-50%,35-55,0,60,N,1,87,Pass
BBB,2013J,2403910,F,Ireland,Lower Than A Level,40-50%,35-55,0,210,N,3,53,Withdrawn
BBB,2013J,604356,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,60,N,1,79,Pass
BBB,2013J,2407080,F,Scotland,HE Qualification,40-50%,0-35,0,210,N,2,71,Withdrawn
BBB,2013J,610802,F,Wales,A Level or Equivalent,40-50%,35-55,0,210,N,5,74,Withdrawn
BBB,2013J,612361,F,South East Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,79,Pass
BBB,2013J,613162,M,Ireland,A Level or Equivalent,40-50%,0-35,0,210,N,1,62,Withdrawn
BBB,2013J,613416,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,76,Pass
BBB,2013J,614013,F,Wales,A Level or Equivalent,40-50%,0-35,0,60,N,1,93,Pass
BBB,2013J,614064,F,Wales,A Level or Equivalent,40-50%,35-55,0,60,N,1,74,Pass
BBB,2013J,616342,M,Wales,A Level or Equivalent,40-50%,0-35,0,120,N,2,85,Pass
BBB,2013J,616735,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,120,N,4,77,Pass
BBB,2013J,619941,F,East Anglian Region,HE Qualification,40-50%,35-55,0,60,N,1,85,Pass
BBB,2013J,1105438,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,0,60,N,2,74,Pass
BBB,2013J,1503056,F,South West Region,Lower Than A Level,40-50%,35-55,0,120,Y,10,46,Pass
BBB,2013J,1627017,F,North Region,HE Qualification,40-50%,35-55,0,120,N,1,70,Pass
BBB,2013J,1731564,F,Ireland,Lower Than A Level,40-50%,35-55,0,60,N,2,86,Pass
BBB,2013J,1797168,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,N,2,57,Pass
BBB,2013J,1866742,F,South West Region,Lower Than A Level,40-50%,0-35,0,210,N,4,65,Withdrawn
BBB,2013J,1935487,F,West Midlands Region,Lower Than A Level,40-50%,35-55,0,210,N,6,75,Withdrawn
BBB,2013J,1990650,F,Scotland,Lower Than A Level,40-50%,0-35,3,120,N,1,77,Fail
BBB,2013J,2001687,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,Y,4,75,Pass
BBB,2013J,2002046,F,South West Region,A Level or Equivalent,40-50%,35-55,0,120,N,1,75,Pass
BBB,2013J,2115711,M,Wales,Lower Than A Level,40-50%,35-55,0,120,N,5,72,Pass
BBB,2013J,2192113,M,Scotland,HE Qualification,40-50%,35-55,0,210,Y,1,1,Withdrawn
BBB,2013J,2271644,M,South Region,A Level or Equivalent,40-50%,35-55,0,180,N,14,65,Pass
BBB,2013J,2272630,F,Yorkshire Region,A Level or Equivalent,40-50%,35-55,0,210,N,7,71,Withdrawn
BBB,2013J,2284583,F,London Region,A Level or Equivalent,40-50%,0-35,0,180,N,2,77,Pass
BBB,2013J,2349825,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,220,N,1,57,Withdrawn
BBB,2013J,2416774,F,East Anglian Region,A Level or Equivalent,40-50%,35-55,0,120,N,1,77,Pass
BBB,2013J,2518589,M,London Region,Lower Than A Level,40-50%,0-35,0,210,N,1,71,Withdrawn
BBB,2013J,2532647,F,Scotland,Lower Than A Level,40-50%,0-35,0,60,N,2,58,Fail
BBB,2013J,2620279,F,Scotland,Lower Than A Level,40-50%,35-55,0,210,N,1,82,Withdrawn
BBB,2014B,235097,F,North Western Region,Lower Than A Level,40-50%,0-35,2,210,Y,3,61,Withdrawn
BBB,2014B,538196,M,West Midlands Region,A Level or Equivalent,40-50%,35-55,1,210,N,1,84,Withdrawn
BBB,2014B,613162,M,Ireland,A Level or Equivalent,40-50%,0-35,1,120,N,1,62,Pass
BBB,2014J,473095,F,East Midlands Region,A Level or Equivalent,40-50%,35-55,1,120,N,1,68,Pass
BBB,2014J,530021,F,London Region,A Level or Equivalent,40-50%,0-35,1,210,N,1,61,Withdrawn
BBB,2014J,560208,M,East Anglian Region,Lower Than A Level,40-50%,0-35,1,60,N,2,82,Pass
BBB,2014J,2192113,M,Scotland,HE Qualification,40-50%,35-55,1,210,Y,1,1,Withdrawn
FFF,2013J,110881,F,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,60,N,1,75,Pass
FFF,2014B,295741,M,South East Region,A Level or Equivalent,40-50%,35-55,0,180,N,2,45,Pass
